,Date,Symbol,Close,High,Low,Open,Volume,compound,neg,neu,pos,Next_Close,Next_Open,Prev_Close,Prev_Slope,Next_Slope,Diff_Slope
0,2014-01-02,AMT,79.449997,79.739998,78.849998,79.510002,1701100.0,,,,,79.68,79.330002,,,0.230003,
1,2014-01-03,AMT,79.68,80.040001,79.32,79.330002,1790100.0,,,,,80.190002,79.860001,79.449997,0.230003,0.510002,0.279999
2,2014-01-06,AMT,80.190002,80.279999,79.389999,79.860001,2426700.0,,,,,81.300003,80.07,79.68,0.510002,1.110001,0.599999
3,2014-01-07,AMT,81.300003,81.389999,80.040001,80.07,2570500.0,,,,,81.940002,81.360001,80.190002,1.110001,0.639999,-0.470002
4,2014-01-08,AMT,81.940002,82.279999,80.93,81.360001,2469300.0,,,,,82.099998,82.269997,81.300003,0.639999,0.159996,-0.480003
5,2014-01-09,AMT,82.099998,82.309998,81.629997,82.269997,2084200.0,,,,,82.639999,82.379997,81.940002,0.159996,0.540001,0.380005
6,2014-01-10,AMT,82.639999,82.870003,82.220001,82.379997,2093900.0,,,,,82.139999,82.330002,82.099998,0.540001,-0.5,-1.040001
7,2014-01-13,AMT,82.139999,82.75,81.959999,82.330002,1880000.0,,,,,82.660004,82.519997,82.639999,-0.5,0.520005,1.020005
8,2014-01-14,AMT,82.660004,82.769997,82.18,82.519997,1957200.0,,,,,83.260002,82.699997,82.139999,0.520005,0.599998,0.079993
9,2014-01-15,AMT,83.260002,83.639999,82.650002,82.699997,1772900.0,,,,,83.269997,83.290001,82.660004,0.599998,0.009995,-0.590003
10,2014-01-16,AMT,83.269997,83.629997,82.650002,83.290001,1301800.0,,,,,83.150002,83.529999,83.260002,0.009995,-0.119995,-0.12999
11,2014-01-17,AMT,83.150002,83.68,82.879997,83.529999,2636800.0,,,,,83.629997,83.470001,83.269997,-0.119995,0.479995,0.59999
12,2014-01-21,AMT,83.629997,83.940002,82.980003,83.470001,1583700.0,,,,,83.419998,83.690002,83.150002,0.479995,-0.209999,-0.689994
