,Date,Symbol,Close,High,Low,Open,Volume,compound,neg,neu,pos,Next_Close,Next_Open,Prev_Close,Prev_Slope,Next_Slope,Diff_Slope
0,2014-01-02,BXP,100.389999,101.360001,99.550003,100.220001,894800.0,,,,,101.589996,100.730003,,,1.199997,
1,2014-01-03,BXP,101.589996,102.699997,100.07,100.730003,686800.0,,,,,102.720001,101.839996,100.389999,1.199997,1.130005,-0.069992
2,2014-01-06,BXP,102.720001,103.209999,101.699997,101.839996,981000.0,,,,,103.379997,102.709999,101.589996,1.130005,0.659996,-0.470009
3,2014-01-07,BXP,103.379997,103.830002,102.129997,102.709999,1127800.0,,,,,102.690002,103.510002,102.720001,0.659996,-0.689995,-1.349991
4,2014-01-08,BXP,102.690002,104.010002,102.339996,103.510002,908900.0,,,,,102.739998,102.93,103.379997,-0.689995,0.049996,0.739991
5,2014-01-09,BXP,102.739998,102.93,101.739998,102.93,934100.0,,,,,104.440002,103.150002,102.690002,0.049996,1.700004,1.650008
6,2014-01-10,BXP,104.440002,104.980003,102.75,103.150002,929000.0,,,,,103.599998,104.059998,102.739998,1.700004,-0.840004,-2.540008
7,2014-01-13,BXP,103.599998,104.940002,103.160004,104.059998,769000.0,,,,,104.559998,104.050003,104.440002,-0.840004,0.96,1.800004
8,2014-01-14,BXP,104.559998,104.989998,103.599998,104.050003,970400.0,,,,,105.190002,104.25,103.599998,0.96,0.630004,-0.329996
9,2014-01-15,BXP,105.190002,105.349998,104.25,104.25,913800.0,,,,,104.870003,104.879997,104.559998,0.630004,-0.319999,-0.950003
10,2014-01-16,BXP,104.870003,105.660004,104.68,104.879997,553800.0,,,,,104.739998,105.120003,105.190002,-0.319999,-0.130005,0.189994
11,2014-01-17,BXP,104.739998,105.239998,104.139999,105.120003,991800.0,,,,,106.209999,105.099998,104.870003,-0.130005,1.470001,1.600006
12,2014-01-21,BXP,106.209999,106.93,105.099998,105.099998,976700.0,,,,,107.290001,106.57,104.739998,1.470001,1.080002,-0.389999
13,2014-01-22,BXP,107.290001,107.809998,106.410004,106.57,705800.0,,,,,106.900002,106.260002,106.209999,1.080002,-0.389999,-1.470001
14,2014-01-23,BXP,106.900002,107.120003,105.940002,106.260002,662800.0,,,,,104.889999,106.75,107.290001,-0.389999,-2.010003,-1.620004
